Type,Replicate,Temperature,Water activity,Moisture content (% wet basis),Moisture content (% dry basis)
Ground-Medium,3,35,0.619,2.970,3.061
Ground-Medium,3,35,0.630,3.080,3.178
Ground-Medium,3,35,0.638,3.190,3.295
Ground-Medium,3,35,0.647,3.270,3.381
Ground-Medium,3,35,0.658,3.420,3.541
Ground-Medium,3,35,0.665,3.520,3.648
Ground-Medium,3,35,0.674,3.690,3.831
Ground-Medium,3,35,0.684,3.870,4.026
Ground-Medium,3,35,0.692,4.060,4.232
Ground-Medium,3,35,0.700,4.150,4.330
Ground-Medium,3,35,0.709,4.350,4.548
Ground-Medium,3,35,0.717,4.580,4.800
Ground-Medium,3,35,0.726,4.820,5.064
Ground-Medium,3,35,0.734,5.050,5.319
Ground-Medium,3,35,0.743,5.200,5.485
Ground-Medium,3,35,0.750,5.440,5.753
Ground-Medium,3,35,0.761,5.740,6.090
Ground-Medium,3,35,0.769,6.040,6.428
Ground-Medium,3,35,0.778,6.360,6.792
Ground-Medium,3,35,0.786,6.680,7.158
Ground-Medium,3,35,0.795,7.040,7.573
Ground-Medium,3,35,0.803,7.400,7.991
Ground-Medium,3,35,0.813,7.780,8.436
Ground-Medium,3,35,0.821,8.190,8.921
Ground-Medium,3,35,0.831,8.610,9.421
Ground-Medium,3,35,0.838,9.050,9.951
Ground-Medium,3,35,0.848,9.480,10.473
Ground-Medium,3,35,0.861,10.050,11.173
Ground-Medium,3,35,0.869,10.550,11.794
Ground-Medium,3,35,0.877,11.010,12.372
Ground-Medium,3,35,0.884,11.410,12.880
Ground-Medium,3,35,0.893,11.880,13.482
Ground-Medium,3,35,0.902,12.400,14.155
Ground-Medium,1,45,0.100,1.020,1.031
Ground-Medium,1,45,0.114,0.890,0.898
Ground-Medium,1,45,0.171,0.990,1.000
Ground-Medium,1,45,0.217,1.080,1.092
Ground-Medium,1,45,0.258,1.170,1.184
Ground-Medium,1,45,0.294,1.250,1.266
Ground-Medium,1,45,0.326,1.330,1.348
Ground-Medium,1,45,0.356,1.420,1.440
Ground-Medium,1,45,0.382,1.500,1.523
Ground-Medium,1,45,0.406,1.570,1.595
Ground-Medium,1,45,0.423,1.640,1.667
Ground-Medium,1,45,0.441,1.710,1.740
Ground-Medium,1,45,0.456,1.780,1.812
Ground-Medium,1,45,0.469,1.840,1.874
Ground-Medium,1,45,0.480,1.890,1.926
Ground-Medium,1,45,0.490,1.940,1.978
Ground-Medium,1,45,0.496,1.990,2.030
Ground-Medium,1,45,0.505,2.060,2.103
Ground-Medium,1,45,0.512,2.120,2.166
Ground-Medium,1,45,0.520,2.190,2.239
Ground-Medium,1,45,0.528,2.250,2.302
Ground-Medium,1,45,0.537,2.310,2.365
Ground-Medium,1,45,0.544,2.400,2.459
Ground-Medium,1,45,0.554,2.480,2.543
Ground-Medium,1,45,0.563,2.560,2.627
Ground-Medium,1,45,0.571,2.670,2.743
Ground-Medium,1,45,0.580,2.760,2.838
Ground-Medium,1,45,0.588,2.870,2.955
Ground-Medium,1,45,0.596,2.970,3.061
Ground-Medium,1,45,0.606,3.100,3.199
Ground-Medium,1,45,0.614,3.220,3.327
Ground-Medium,1,45,0.623,3.360,3.477
Ground-Medium,1,45,0.631,3.520,3.648
Ground-Medium,1,45,0.640,3.660,3.799
Ground-Medium,1,45,0.648,3.810,3.961
Ground-Medium,1,45,0.658,3.990,4.156
Ground-Medium,1,45,0.665,4.160,4.341
Ground-Medium,1,45,0.674,4.350,4.548
Ground-Medium,1,45,0.684,4.550,4.767
Ground-Medium,1,45,0.692,4.760,4.998
Ground-Medium,1,45,0.702,4.970,5.230
Ground-Medium,1,45,0.710,5.190,5.474
Ground-Medium,1,45,0.719,5.430,5.742
Ground-Medium,1,45,0.729,5.680,6.022
Ground-Medium,1,45,0.737,5.930,6.304
Ground-Medium,1,45,0.745,6.190,6.598
Ground-Medium,1,45,0.755,6.470,6.918
Ground-Medium,1,45,0.764,6.750,7.239
Ground-Medium,1,45,0.773,7.050,7.585
Ground-Medium,1,45,0.780,7.320,7.898
Ground-Medium,1,45,0.791,7.650,8.284
Ground-Medium,1,45,0.800,7.980,8.672
Ground-Medium,1,45,0.809,8.300,9.051
Ground-Medium,1,45,0.816,8.610,9.421
Ground-Medium,1,45,0.827,8.970,9.854
Ground-Medium,1,45,0.836,9.320,10.278
Ground-Medium,1,45,0.844,9.690,10.730
Ground-Medium,1,45,0.852,10.050,11.173
Ground-Medium,1,45,0.861,10.460,11.682
Ground-Medium,1,45,0.870,10.870,12.196
Ground-Medium,1,45,0.879,11.280,12.714
Ground-Medium,1,45,0.887,11.700,13.250
Ground-Medium,1,45,0.897,12.130,13.804
Ground-Medium,2,45,0.100,0.650,0.654
Ground-Medium,2,45,0.109,0.560,0.563
Ground-Medium,2,45,0.169,0.650,0.654
Ground-Medium,2,45,0.217,0.740,0.746
Ground-Medium,2,45,0.254,0.810,0.817
Ground-Medium,2,45,0.285,0.900,0.908
Ground-Medium,2,45,0.312,0.980,0.990
Ground-Medium,2,45,0.337,1.050,1.061
Ground-Medium,2,45,0.360,1.100,1.112
Ground-Medium,2,45,0.379,1.170,1.184
Ground-Medium,2,45,0.398,1.240,1.256
Ground-Medium,2,45,0.414,1.300,1.317
Ground-Medium,2,45,0.428,1.350,1.368
Ground-Medium,2,45,0.440,1.420,1.440
Ground-Medium,2,45,0.451,1.460,1.482
Ground-Medium,2,45,0.459,1.520,1.543
Ground-Medium,2,45,0.467,1.570,1.595
Ground-Medium,2,45,0.476,1.630,1.657
Ground-Medium,2,45,0.484,1.680,1.709
Ground-Medium,2,45,0.492,1.740,1.771
Ground-Medium,2,45,0.501,1.810,1.843
Ground-Medium,2,45,0.507,1.860,1.895
Ground-Medium,2,45,0.517,1.930,1.968
Ground-Medium,2,45,0.526,2.010,2.051
Ground-Medium,2,45,0.534,2.080,2.124
Ground-Medium,2,45,0.544,2.160,2.208
Ground-Medium,2,45,0.552,2.240,2.291
Ground-Medium,2,45,0.559,2.320,2.375
Ground-Medium,2,45,0.569,2.420,2.480
Ground-Medium,2,45,0.577,2.500,2.564
Ground-Medium,2,45,0.586,2.610,2.680
Ground-Medium,2,45,0.594,2.730,2.807
Ground-Medium,2,45,0.604,2.850,2.934
Ground-Medium,2,45,0.610,2.950,3.040
Ground-Medium,2,45,0.620,3.100,3.199
Ground-Medium,2,45,0.630,3.250,3.359
Ground-Medium,2,45,0.637,3.400,3.520
Ground-Medium,2,45,0.646,3.570,3.702
Ground-Medium,2,45,0.655,3.740,3.885
Ground-Medium,2,45,0.663,3.940,4.102
Ground-Medium,2,45,0.672,4.130,4.308
Ground-Medium,2,45,0.682,4.350,4.548
Ground-Medium,2,45,0.691,4.570,4.789
Ground-Medium,2,45,0.699,4.790,5.031
Ground-Medium,2,45,0.708,5.010,5.274
Ground-Medium,2,45,0.717,5.280,5.574
Ground-Medium,2,45,0.727,5.540,5.865
Ground-Medium,2,45,0.735,5.810,6.168
Ground-Medium,2,45,0.744,6.090,6.485
Ground-Medium,2,45,0.753,6.370,6.803
Ground-Medium,2,45,0.761,6.670,7.147
Ground-Medium,2,45,0.771,7.000,7.527
Ground-Medium,2,45,0.780,7.320,7.898
Ground-Medium,2,45,0.788,7.640,8.272
Ground-Medium,2,45,0.798,8.000,8.696
Ground-Medium,2,45,0.807,8.350,9.111
Ground-Medium,2,45,0.817,8.710,9.541
Ground-Medium,2,45,0.825,9.060,9.963
Ground-Medium,2,45,0.834,9.440,10.424
Ground-Medium,2,45,0.843,9.830,10.902
Ground-Medium,2,45,0.851,10.210,11.371
Ground-Medium,2,45,0.861,10.620,11.882
Ground-Medium,2,45,0.869,11.030,12.397
Ground-Medium,2,45,0.878,11.450,12.931
Ground-Medium,2,45,0.886,11.870,13.469
Ground-Medium,2,45,0.896,12.340,14.077
Ground-Medium,3,45,0.100,1.000,1.010
Ground-Medium,3,45,0.105,0.930,0.939
Ground-Medium,3,45,0.172,1.030,1.041
Ground-Medium,3,45,0.219,1.050,1.061
Ground-Medium,3,45,0.260,1.100,1.112
Ground-Medium,3,45,0.294,1.240,1.256
Ground-Medium,3,45,0.324,1.350,1.368
Ground-Medium,3,45,0.350,1.460,1.482
Ground-Medium,3,45,0.372,1.540,1.564
Ground-Medium,3,45,0.389,1.560,1.585
Ground-Medium,3,45,0.407,1.630,1.657
Ground-Medium,3,45,0.423,1.750,1.781
Ground-Medium,3,45,0.436,1.870,1.906
Ground-Medium,3,45,0.448,1.980,2.020
Ground-Medium,3,45,0.458,1.940,1.978
Ground-Medium,3,45,0.465,2.000,2.041
Ground-Medium,3,45,0.474,2.090,2.135
Ground-Medium,3,45,0.483,2.180,2.229
Ground-Medium,3,45,0.490,2.240,2.291
Ground-Medium,3,45,0.499,2.300,2.354
Ground-Medium,3,45,0.509,2.280,2.333
Ground-Medium,3,45,0.513,2.340,2.396
Ground-Medium,3,45,0.525,2.410,2.470
Ground-Medium,3,45,0.534,2.510,2.575
Ground-Medium,3,45,0.541,2.580,2.648
Ground-Medium,3,45,0.550,2.660,2.733
Ground-Medium,3,45,0.558,2.760,2.838
Ground-Medium,3,45,0.565,2.840,2.923
Ground-Medium,3,45,0.576,2.940,3.029
Ground-Medium,3,45,0.585,3.050,3.146
Ground-Medium,3,45,0.593,3.170,3.274
Ground-Medium,3,45,0.601,3.280,3.391
Ground-Medium,3,45,0.609,3.430,3.552
Ground-Medium,3,45,0.617,3.560,3.691
Ground-Medium,3,45,0.627,3.730,3.875
Ground-Medium,3,45,0.637,3.880,4.037
Ground-Medium,3,45,0.645,4.050,4.221
Ground-Medium,3,45,0.654,4.230,4.417
Ground-Medium,3,45,0.663,4.410,4.613
Ground-Medium,3,45,0.670,4.580,4.800
Ground-Medium,3,45,0.680,4.800,5.042
Ground-Medium,3,45,0.690,5.020,5.285
Ground-Medium,3,45,0.698,5.250,5.541
Ground-Medium,3,45,0.708,5.480,5.798
Ground-Medium,3,45,0.715,5.710,6.056
Ground-Medium,3,45,0.725,5.970,6.349
Ground-Medium,3,45,0.734,6.220,6.633
Ground-Medium,3,45,0.743,6.500,6.952
Ground-Medium,3,45,0.752,6.760,7.250
Ground-Medium,3,45,0.760,7.040,7.573
Ground-Medium,3,45,0.769,7.360,7.945
Ground-Medium,3,45,0.780,7.670,8.307
Ground-Medium,3,45,0.788,7.990,8.684
Ground-Medium,3,45,0.796,8.310,9.063
Ground-Medium,3,45,0.806,8.660,9.481
Ground-Medium,3,45,0.815,9.000,9.890
Ground-Medium,3,45,0.824,9.350,10.314
Ground-Medium,3,45,0.832,9.700,10.742
Ground-Medium,3,45,0.841,10.060,11.185
Ground-Medium,3,45,0.851,10.460,11.682
Ground-Medium,3,45,0.859,10.840,12.158
Ground-Medium,3,45,0.867,11.210,12.625
Ground-Medium,3,45,0.877,11.630,13.161
Ground-Medium,3,45,0.885,12.040,13.688
Ground-Medium,3,45,0.893,12.470,14.247
Ground-Medium,3,45,0.902,12.930,14.850
Ground-Fine,1,25,0.096,0.250,0.251
Ground-Fine,1,25,0.114,0.260,0.261
Ground-Fine,1,25,0.139,0.290,0.291
Ground-Fine,1,25,0.156,0.330,0.331
Ground-Fine,1,25,0.170,0.360,0.361
Ground-Fine,1,25,0.182,0.400,0.402
Ground-Fine,1,25,0.199,0.440,0.442
Ground-Fine,1,25,0.208,0.470,0.472
Ground-Fine,1,25,0.218,0.500,0.503
Ground-Fine,1,25,0.228,0.530,0.533
Ground-Fine,1,25,0.237,0.560,0.563
Ground-Fine,1,25,0.246,0.590,0.594
Ground-Fine,1,25,0.259,0.620,0.624
Ground-Fine,1,25,0.266,0.660,0.664
Ground-Fine,1,25,0.274,0.690,0.695
Ground-Fine,1,25,0.282,0.730,0.735
Ground-Fine,1,25,0.292,0.760,0.766
Ground-Fine,1,25,0.300,0.800,0.806
Ground-Fine,1,25,0.314,0.840,0.847
Ground-Fine,1,25,0.320,0.870,0.878
Ground-Fine,1,25,0.328,0.900,0.908
Ground-Fine,1,25,0.337,0.940,0.949
Ground-Fine,1,25,0.346,0.970,0.980
Ground-Fine,1,25,0.356,1.000,1.010
Ground-Fine,1,25,0.368,1.030,1.041
Ground-Fine,1,25,0.374,1.060,1.071
Ground-Fine,1,25,0.383,1.090,1.102
Ground-Fine,1,25,0.393,1.130,1.143
Ground-Fine,1,25,0.401,1.160,1.174
Ground-Fine,1,25,0.412,1.180,1.194
Ground-Fine,1,25,0.423,1.210,1.225
Ground-Fine,1,25,0.430,1.250,1.266
Ground-Fine,1,25,0.439,1.300,1.317
Ground-Fine,1,25,0.448,1.320,1.338
Ground-Fine,1,25,0.458,1.350,1.368
Ground-Fine,1,25,0.468,1.390,1.410
Ground-Fine,1,25,0.481,1.430,1.451
Ground-Fine,1,25,0.488,1.460,1.482
Ground-Fine,1,25,0.496,1.500,1.523
Ground-Fine,1,25,0.504,1.520,1.543
Ground-Fine,1,25,0.515,1.560,1.585
Ground-Fine,1,25,0.524,1.600,1.626
Ground-Fine,1,25,0.535,1.630,1.657
Ground-Fine,1,25,0.542,1.670,1.698
Ground-Fine,1,25,0.550,1.690,1.719
Ground-Fine,1,25,0.558,1.730,1.760
Ground-Fine,1,25,0.568,1.770,1.802
Ground-Fine,1,25,0.577,1.790,1.823
Ground-Fine,1,25,0.589,1.830,1.864
Ground-Fine,1,25,0.596,1.870,1.906
Ground-Fine,1,25,0.604,1.890,1.926
Ground-Fine,1,25,0.614,1.930,1.968
Ground-Fine,1,25,0.623,1.970,2.010
Ground-Fine,1,25,0.632,2.010,2.051
Ground-Fine,1,25,0.641,2.050,2.093
Ground-Fine,1,25,0.648,2.090,2.135
Ground-Fine,1,25,0.656,2.140,2.187
Ground-Fine,1,25,0.663,2.190,2.239
Ground-Fine,1,25,0.672,2.250,2.302
Ground-Fine,1,25,0.681,2.320,2.375
Ground-Fine,1,25,0.689,2.390,2.449
Ground-Fine,1,25,0.696,2.470,2.533
Ground-Fine,1,25,0.704,2.540,2.606
Ground-Fine,1,25,0.712,2.630,2.701
Ground-Fine,1,25,0.720,2.740,2.817
Ground-Fine,1,25,0.727,2.870,2.955
Ground-Fine,1,25,0.734,3.030,3.125
Ground-Fine,1,25,0.742,3.200,3.306
Ground-Fine,1,25,0.748,3.410,3.530
Ground-Fine,1,25,0.757,3.680,3.821
Ground-Fine,1,25,0.764,3.960,4.123
Ground-Fine,1,25,0.772,4.280,4.471
Ground-Fine,1,25,0.779,4.670,4.899
Ground-Fine,1,25,0.787,5.130,5.407
Ground-Fine,1,25,0.796,5.620,5.955
Ground-Fine,1,25,0.805,6.160,6.564
Ground-Fine,1,25,0.813,6.690,7.170
Ground-Fine,1,25,0.822,7.280,7.852
Ground-Fine,1,25,0.829,7.860,8.530
Ground-Fine,1,25,0.837,8.460,9.242
Ground-Fine,1,25,0.844,9.060,9.963
Ground-Fine,1,25,0.847,9.600,10.619
Ground-Fine,1,25,0.855,10.330,11.520
Ground-Fine,1,25,0.859,10.970,12.322
Ground-Fine,1,25,0.865,11.560,13.071
Ground-Fine,1,25,0.872,12.030,13.675
Ground-Fine,1,25,0.877,12.470,14.247
Ground-Fine,1,25,0.884,12.850,14.745
Ground-Fine,1,25,0.886,13.240,15.260
Ground-Fine,1,25,0.891,13.750,15.942
Ground-Fine,1,25,0.922,15.030,17.689
Ground-Fine,2,25,0.101,0.790,0.796
Ground-Fine,2,25,0.119,0.770,0.776
Ground-Fine,2,25,0.142,0.770,0.776
Ground-Fine,2,25,0.158,0.810,0.817
Ground-Fine,2,25,0.173,0.870,0.878
Ground-Fine,2,25,0.185,0.920,0.929
Ground-Fine,2,25,0.197,0.990,1.000
Ground-Fine,2,25,0.211,1.040,1.051
Ground-Fine,2,25,0.221,1.090,1.102
Ground-Fine,2,25,0.231,1.140,1.153
Ground-Fine,2,25,0.241,1.190,1.204
Ground-Fine,2,25,0.250,1.240,1.256
Ground-Fine,2,25,0.260,1.180,1.194
Ground-Fine,2,25,0.272,1.230,1.245
Ground-Fine,2,25,0.280,1.270,1.286
Ground-Fine,2,25,0.289,1.300,1.317
Ground-Fine,2,25,0.298,1.330,1.348
Ground-Fine,2,25,0.307,1.360,1.379
Ground-Fine,2,25,0.316,1.370,1.389
Ground-Fine,2,25,0.327,1.380,1.399
Ground-Fine,2,25,0.334,1.410,1.430
Ground-Fine,2,25,0.344,1.460,1.482
Ground-Fine,2,25,0.353,1.500,1.523
Ground-Fine,2,25,0.362,1.510,1.533
Ground-Fine,2,25,0.370,1.530,1.554
Ground-Fine,2,25,0.383,1.560,1.585
Ground-Fine,2,25,0.390,1.600,1.626
Ground-Fine,2,25,0.398,1.620,1.647
Ground-Fine,2,25,0.409,1.660,1.688
Ground-Fine,2,25,0.417,1.690,1.719
Ground-Fine,2,25,0.428,1.700,1.729
Ground-Fine,2,25,0.440,1.750,1.781
Ground-Fine,2,25,0.447,1.780,1.812
Ground-Fine,2,25,0.455,1.810,1.843
Ground-Fine,2,25,0.464,1.830,1.864
Ground-Fine,2,25,0.474,1.870,1.906
Ground-Fine,2,25,0.483,1.880,1.916
Ground-Fine,2,25,0.493,1.920,1.958
Ground-Fine,2,25,0.501,1.960,1.999
Ground-Fine,2,25,0.509,1.990,2.030
Ground-Fine,2,25,0.518,2.020,2.062
Ground-Fine,2,25,0.528,2.050,2.093
Ground-Fine,2,25,0.537,2.080,2.124
Ground-Fine,2,25,0.546,2.110,2.155
Ground-Fine,2,25,0.554,2.140,2.187
Ground-Fine,2,25,0.564,2.160,2.208
Ground-Fine,2,25,0.573,2.200,2.249
Ground-Fine,2,25,0.582,2.240,2.291
Ground-Fine,2,25,0.590,2.270,2.323
Ground-Fine,2,25,0.599,2.310,2.365
Ground-Fine,2,25,0.608,2.360,2.417
Ground-Fine,2,25,0.616,2.390,2.449
Ground-Fine,2,25,0.624,2.430,2.491
Ground-Fine,2,25,0.633,2.480,2.543
Ground-Fine,2,25,0.640,2.540,2.606
Ground-Fine,2,25,0.649,2.590,2.659
Ground-Fine,2,25,0.657,2.640,2.712
Ground-Fine,2,25,0.665,2.710,2.785
Ground-Fine,2,25,0.674,2.770,2.849
Ground-Fine,2,25,0.681,2.870,2.955
Ground-Fine,2,25,0.689,2.960,3.050
Ground-Fine,2,25,0.697,3.050,3.146
Ground-Fine,2,25,0.705,3.160,3.263
Ground-Fine,2,25,0.712,3.300,3.413
Ground-Fine,2,25,0.719,3.420,3.541
Ground-Fine,2,25,0.727,3.600,3.734
Ground-Fine,2,25,0.735,3.820,3.972
Ground-Fine,2,25,0.743,4.070,4.243
Ground-Fine,2,25,0.750,4.340,4.537
Ground-Fine,2,25,0.759,4.660,4.888
Ground-Fine,2,25,0.767,5.000,5.263
Ground-Fine,2,25,0.775,5.390,5.697
Ground-Fine,2,25,0.784,5.820,6.180
Ground-Fine,2,25,0.792,6.260,6.678
Ground-Fine,2,25,0.801,6.750,7.239
Ground-Fine,2,25,0.809,7.220,7.782
Ground-Fine,2,25,0.816,7.730,8.378
Ground-Fine,2,25,0.824,8.260,9.004
Ground-Fine,2,25,0.831,8.810,9.661
Ground-Fine,2,25,0.838,9.370,10.339
Ground-Fine,2,25,0.837,9.820,10.889
Ground-Fine,2,25,0.840,10.320,11.508
Ground-Fine,2,25,0.844,11.100,12.486
Ground-Fine,2,25,0.890,12.760,14.626
Ground-Fine,2,25,0.910,14.110,16.428
Ground-Fine,3,25,0.101,1.060,1.071
Ground-Fine,3,25,0.113,1.070,1.082
Ground-Fine,3,25,0.133,1.090,1.102
Ground-Fine,3,25,0.145,1.080,1.092
Ground-Fine,3,25,0.160,1.100,1.112
Ground-Fine,3,25,0.169,1.140,1.153
Ground-Fine,3,25,0.178,1.160,1.174
Ground-Fine,3,25,0.187,1.180,1.194
Ground-Fine,3,25,0.195,1.200,1.215
Ground-Fine,3,25,0.203,1.220,1.235
Ground-Fine,3,25,0.217,1.240,1.256
Ground-Fine,3,25,0.222,1.260,1.276
Ground-Fine,3,25,0.231,1.280,1.297
Ground-Fine,3,25,0.241,1.300,1.317
Ground-Fine,3,25,0.250,1.350,1.368
Ground-Fine,3,25,0.258,1.360,1.379
Ground-Fine,3,25,0.271,1.390,1.410
Ground-Fine,3,25,0.278,1.410,1.430
Ground-Fine,3,25,0.287,1.440,1.461
Ground-Fine,3,25,0.297,1.470,1.492
Ground-Fine,3,25,0.305,1.480,1.502
Ground-Fine,3,25,0.314,1.520,1.543
Ground-Fine,3,25,0.327,1.550,1.574
Ground-Fine,3,25,0.334,1.580,1.605
Ground-Fine,3,25,0.343,1.590,1.616
Ground-Fine,3,25,0.352,1.610,1.636
Ground-Fine,3,25,0.362,1.650,1.678
Ground-Fine,3,25,0.371,1.670,1.698
Ground-Fine,3,25,0.384,1.700,1.729
Ground-Fine,3,25,0.391,1.730,1.760
Ground-Fine,3,25,0.400,1.760,1.792
Ground-Fine,3,25,0.409,1.780,1.812
Ground-Fine,3,25,0.418,1.810,1.843
Ground-Fine,3,25,0.428,1.830,1.864
Ground-Fine,3,25,0.438,1.840,1.874
Ground-Fine,3,25,0.447,1.890,1.926
Ground-Fine,3,25,0.456,1.910,1.947
Ground-Fine,3,25,0.466,1.940,1.978
Ground-Fine,3,25,0.475,1.950,1.989
Ground-Fine,3,25,0.484,1.990,2.030
Ground-Fine,3,25,0.496,2.010,2.051
Ground-Fine,3,25,0.504,2.050,2.093
Ground-Fine,3,25,0.513,2.080,2.124
Ground-Fine,3,25,0.523,2.100,2.145
Ground-Fine,3,25,0.531,2.120,2.166
Ground-Fine,3,25,0.539,2.150,2.197
Ground-Fine,3,25,0.550,2.170,2.218
Ground-Fine,3,25,0.558,2.200,2.249
Ground-Fine,3,25,0.568,2.240,2.291
Ground-Fine,3,25,0.576,2.270,2.323
Ground-Fine,3,25,0.584,2.300,2.354
Ground-Fine,3,25,0.594,2.330,2.386
Ground-Fine,3,25,0.602,2.360,2.417
Ground-Fine,3,25,0.611,2.410,2.470
Ground-Fine,3,25,0.619,2.440,2.501
Ground-Fine,3,25,0.627,2.480,2.543
Ground-Fine,3,25,0.636,2.530,2.596
Ground-Fine,3,25,0.644,2.580,2.648
Ground-Fine,3,25,0.653,2.620,2.690
Ground-Fine,3,25,0.661,2.690,2.764
Ground-Fine,3,25,0.671,2.750,2.828
Ground-Fine,3,25,0.679,2.820,2.902
Ground-Fine,3,25,0.685,2.890,2.976
Ground-Fine,3,25,0.695,2.970,3.061
Ground-Fine,3,25,0.702,3.080,3.178
